L(0,1)		F(1,1)		L(0,2)		L(0,3)		L(0,4)		L(0,5)		L(0,6)		L(0,7)		L(0,8)		F(1,2)		F(1,3)		F(1,4)		F(1,5)		F(1,6)		F(1,7)		F(1,8)		F(1,9)		F(1,10)		F(1,11)		F(1,12)		F(1,13)		F(1,14)		T(0,2)		T(0,3)		T(0,4)		T(0,5)		T(0,6)		T(0,7)	
476  Points		474  Points		432  Points		405  Points		361  Points		299  Points		236  Points		217  Points		189  Points		441  Points		437  Points		422  Points		417  Points		388  Points		384  Points		336  Points		332  Points		266  Points		257  Points		215  Points		193  Points		157  Points		441  Points		428  Points		403  Points		361  Points		300  Points		199  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.475016	3.51328	0.19134	1.27225	1.29281	9.61634	1.67654	12.4578	2.47893	18.2232	3.56308	25.8083	3.85496	28.6913	4.67579	34.6366	5.77039	41.8158	0.799452	6.02701	1.06129	7.9638	1.87705	14.2773	2.32166	17.1987	2.66672	19.8584	3.01751	21.9459	3.50505	25.84	4.10796	29.9061	4.61004	34.9662	4.90258	35.6676	5.21775	38.3744	5.73277	41.5258	6.31423	46.7865	0.246697	2.2	1.82305	13.367	2.96233	21.8135	4.07986	29.6135	5.18897	38.902	6.29523	47.4714
0.499215	3.50357	0.206168	1.30754	1.29189	9.11573	1.6901	11.9139	2.4815	17.3152	3.56344	24.5178	3.86071	27.2569	4.67698	32.8723	5.77082	39.7229	0.805957	5.91825	1.06847	7.60228	1.87852	13.5386	2.32451	16.3385	2.67192	18.8736	3.02076	20.8646	3.50651	24.5338	4.10899	28.4077	4.61119	33.1444	4.906	33.8969	5.21927	36.4344	5.73366	39.4514	6.31493	44.3963	0.262717	2.2	1.82576	12.7083	2.96398	20.715	4.08108	28.1354	5.1899	36.8949	6.29599	45.006
0.523166	3.49315	0.221204	1.34097	1.29144	8.66726	1.70391	11.4248	2.48422	16.4961	3.56386	23.3509	3.8667	25.9644	4.67823	31.2803	5.77127	37.8299	0.810759	5.84195	1.0761	7.27945	1.88012	12.8745	2.32749	15.5629	2.67733	17.9867	3.02421	19.8882	3.50803	23.3546	4.11008	27.0534	4.61239	31.5042	4.90958	32.2968	5.22087	34.6827	5.73458	37.5752	6.31567	42.2392	0.278736	2.2	1.8286	12.1141	2.96573	19.7234	4.08236	26.7989	5.19088	35.0857	6.2968	42.7847
0.546848	3.48199	0.236423	1.37264	1.2915	8.26383	1.71796	10.9828	2.4871	15.7535	3.56435	22.2906	3.87294	24.7941	4.67956	29.8365	5.77176	36.1096	0.813839	5.79466	1.0842	6.98994	1.88187	12.2745	2.33058	14.8601	2.68296	17.184	3.02786	19.0023	3.50964	22.285	4.11123	25.8233	4.61366	30.0198	4.91333	30.844	5.22256	33.0932	5.73556	35.8701	6.31644	40.2827	0.294755	2.2	1.83158	11.5755	2.96756	18.824	4.08371	25.5848	5.19191	33.4465	6.29764	40.7732
0.57024	3.47005	0.251807	1.40266	1.29209	7.89958	1.73224	10.5815	2.49015	15.0774	3.56491	21.3231	3.87942	23.7294	4.68095	28.5212	5.77229	34.5395	0.818275	5.72865	1.09278	6.72931	1.88377	11.7298	2.33379	14.2203	2.6888	16.454	3.03172	18.195	3.51132	21.3104	4.11244	24.7011	4.61498	28.6701	4.91723	29.5192	5.22435	31.6444	5.73658	34.3139	6.31726	38.5001	0.310775	2.2	1.83469	11.085	2.96947	18.0046	4.08512	24.477	5.19299	31.9546	6.29853	38.943
0.593319	3.4573	0.267337	1.43112	1.29325	7.56966	1.74673	10.2156	2.49335	14.4593	3.56554	20.4368	3.88614	22.7569	4.6824	27.3181	5.77285	33.1006	0.823105	5.65944	1.10183	6.49389	1.88584	11.2334	2.33711	13.6356	2.69483	15.7874	3.03579	17.4566	3.51308	20.4187	4.1137	23.6733	4.61636	27.4375	4.92129	28.3062	5.22623	30.3186	5.73764	32.8878	6.31811	36.8691	0.326794	2.2	1.83793	10.6367	2.97147	17.2549	4.08659	23.4622	5.19412	30.5908	6.29945	37.2708
0.616061	3.4437	0.282998	1.45812	1.295	7.27003	1.76142	9.8808	2.49673	13.8923	3.56625	19.6219	3.89309	21.8653	4.68393	26.2134	5.77345	31.7774	0.829686	5.56926	1.11012	6.30687	1.88808	10.7792	2.34054	13.0991	2.70105	15.1765	3.04008	16.7787	3.51491	19.5999	4.11503	22.7286	4.6178	26.3075	4.9255	27.1916	5.2282	29.1008	5.73875	31.5763	6.31901	35.3714	0.342813	2.2	1.84131	10.2253	2.97356	16.5665	4.08812	22.5292	5.19529	29.3396	6.30042	35.7369
0.638443	3.42924	0.296739	1.48052	1.29736	6.99724	1.77631	9.57327	2.50028	13.3703	3.56703	18.8702	3.90027	21.0449	4.68552	25.1956	5.77409	30.5562	0.838021	5.46123	1.11748	6.15939	1.8905	10.3623	2.34408	12.6052	2.70745	14.6145	3.04459	16.1544	3.51682	18.8454	4.11643	21.8572	4.6193	25.2679	4.92985	26.1639	5.23027	27.9784	5.73991	30.366	6.31994	33.9912	0.358833	2.2	1.84483	9.84668	2.97573	15.9323	4.08972	21.6684	5.19652	28.1874	6.30142	34.3249
0.660439	3.41386	0.308515	1.49882	1.30036	6.7484	1.79137	9.28988	2.50401	12.8884	3.5679	18.1747	3.90766	20.2877	4.68719	24.2548	5.77477	29.426	0.848102	5.33874	1.12376	6.045	1.89312	9.97831	2.34772	12.1491	2.71403	14.096	3.04933	15.5777	3.51881	18.1479	4.11788	21.0511	4.62085	24.3082	4.93436	25.2134	5.23245	26.9406	5.74111	29.2458	6.32091	32.7152	0.374852	2.2	1.84847	9.49704	2.97798	15.3461	4.09137	20.872	5.19779	27.123	6.30247	33.0209
0.682025	3.39756	0.318293	1.51343	1.30402	6.52101	1.8066	9.02796	2.50792	12.4422	3.56885	17.5294	3.91527	19.5868	4.68892	23.3827	5.77549	28.3767	0.859912	5.20516	1.12886	5.95907	1.89592	9.62376	2.35146	11.7266	2.72076	13.616	3.0543	15.0435	3.52087	17.5013	4.1194	20.3031	4.62246	23.4196	4.939	24.3318	5.23472	25.9784	5.74235	28.2059	6.32192	31.5321	0.390871	2.2	1.85225	9.17326	2.98032	14.8027	4.09309	20.1329	5.19912	26.1368	6.30356	31.8129
0.703176	3.38031	0.326048	1.52467	1.30778	6.33867	1.82199	8.7852	2.51201	12.028	3.56989	16.929	3.9231	18.9361	4.69072	22.5721	5.77625	27.4002	0.873409	5.06368	1.13269	5.89828	1.89894	9.29549	2.35531	11.3342	2.72764	13.1705	3.05952	14.5475	3.523	16.9002	4.12099	19.6072	4.62413	22.5945	4.94378	23.512	5.2371	25.0837	5.74364	27.238	6.32297	30.4321	0.406891	2.2	1.85616	8.87265	2.98274	14.2976	4.09487	19.4452	5.20049	25.2205	6.30469	30.6908
0.723867	3.36209	0.331763	1.53275	1.31141	6.19388	1.83753	8.5596	2.5163	11.6426	3.57101	16.3691	3.93113	18.3307	4.6926	21.8167	5.77706	26.4891	0.886817	4.93316	1.13517	5.8604	1.90217	8.99084	2.35925	10.9688	2.73466	12.7559	3.06498	14.0858	3.52521	16.3401	4.12264	18.9583	4.62585	21.8263	4.9487	22.7476	5.23958	24.2499	5.74498	26.335	6.32407	29.4067	0.42291	2.2	1.86019	8.59286	2.98525	13.8271	4.09672	18.8038	5.20191	24.367	6.30585	29.6457
0.744075	3.3429	0.335425	1.53785	1.31472	6.08102	1.85321	8.34943	2.52079	11.2832	3.57223	15.8458	3.93936	17.7658	4.69455	21.1111	5.77791	25.637	0.900105	4.81216	1.13877	5.80729	1.90563	8.70749	2.36329	10.6278	2.74181	12.3692	3.07069	13.6551	3.5275	15.8168	4.12436	18.3517	4.62763	21.1095	4.95374	22.0333	5.24218	23.4709	5.74636	25.4905	6.3252	28.4488	0.438929	2.2	1.86436	8.33185	2.98784	13.3875	4.09862	18.2041	5.20338	23.5699	6.30706	28.6699
0.763778	3.32272	0.340697	1.54507	1.31753	5.99594	1.86902	8.15319	2.52547	10.9474	3.57354	15.3556	3.9478	17.2378	4.69657	20.4505	5.7788	24.8385	0.913249	4.69948	1.14275	5.75132	1.90931	8.44342	2.36743	10.3088	2.74908	12.0075	3.07666	13.2525	3.52987	15.327	4.12615	17.7835	4.62947	20.4389	4.95892	21.3644	5.24488	22.7416	5.74778	24.699	6.32637	27.5517	0.454949	2.2	1.86865	8.08785	2.99052	12.9762	4.10059	17.6423	5.2049	22.824	6.30831	27.7568
0.782958	3.30157	0.346437	1.55279	1.31971	5.93561	1.88495	7.96954	2.53037	10.633	3.57495	14.8956	3.95643	16.7432	4.69866	19.8309	5.77974	24.0886	0.926227	4.59413	1.14826	5.67798	1.91325	8.19686	2.37166	10.0099	2.75647	11.6687	3.08289	12.8755	3.53231	14.8675	4.12801	17.2501	4.63136	19.8104	4.96421	20.7367	5.24771	22.0575	5.74925	23.9558	6.32759	26.71	0.470968	2.2	1.87307	7.8593	2.99327	12.5903	4.10262	17.1148	5.20647	22.1244	6.3096	26.9007
0.799231	3.28237	0.354257	1.56306	1.32115	5.89797	1.901	7.79733	2.53548	10.3382	3.57646	14.4631	3.96525	16.2789	4.70083	19.2485	5.78073	23.3831	0.939028	4.49527	1.15539	5.58958	1.91743	7.96627	2.37598	9.72912	2.76395	11.3505	3.08939	12.5218	3.53482	14.4357	4.12994	16.7486	4.6333	19.2201	4.96963	20.1465	5.25065	21.4144	5.75077	23.2565	6.32884	25.9187	0.486987	2.2	1.87762	7.64481	2.99611	12.2278	4.10471	16.6187	5.20809	21.4671	6.31093	26.0962
0.812773	3.26544	0.364169	1.5757	1.3233	5.84513	1.91715	7.63553	2.54081	10.0612	3.57806	14.0557	3.97426	15.8423	4.70308	18.7001	5.78176	22.7182	0.964063	4.31434	1.16423	5.48874	1.92187	7.75027	2.3804	9.465	2.77152	11.0511	3.09616	12.1895	3.53741	14.0291	4.13194	16.2761	4.6353	18.6646	4.97515	19.5906	5.25372	20.809	5.75233	22.5974	6.33014	25.1733	0.503006	2.2	1.88229	7.44316	2.99904	11.8865	4.10686	16.1513	5.20976	20.8482	6.3123	25.3389
0.823738	3.25107	0.376186	1.59047	1.32573	5.78935	1.9334	7.48323	2.54636	9.80059	3.57976	13.6713	3.98345	15.431	4.7054	18.1829	5.78285	22.0904	0.976296	4.2312	1.17492	5.37825	1.92659	7.54765	2.38491	9.21609	2.77917	10.7689	3.10321	11.8768	3.54008	13.6456	4.13401	15.8302	4.63736	18.141	4.98079	19.0661	5.25691	20.2379	5.75394	21.9751	6.33148	24.4701	0.519026	2.2	1.88709	7.25329	3.00204	11.5646	4.10907	15.7101	5.21147	20.2646	6.31371	24.6248
0.832258	3.23948	0.390322	1.60712	1.32919	5.71618	1.94973	7.33961	2.55215	9.55508	3.58157	13.3081	3.99283	15.043	4.7078	17.6943	5.78398	21.4968	0.988342	4.15237	1.18759	5.26087	1.93158	7.35733	2.3895	8.98115	2.78689	10.5025	3.11055	11.5821	3.54283	13.2834	4.13616	15.4088	4.63947	17.6466	4.98652	18.5705	5.26023	19.6985	5.75559	21.3867	6.33286	23.8055	0.535045	2.2	1.89201	7.07421	3.00513	11.2607	4.11135	15.2931	5.21323	19.7133	6.31517	23.9503
0.838437	3.23082	0.406589	1.62537	1.33383	5.62788	1.96615	7.20395	2.55818	9.32348	3.58348	12.9645	4.00238	14.6764	4.71028	17.2321	5.78516	20.9346	1.00021	4.07751	1.20065	5.15255	1.93686	7.17834	2.39419	8.75905	2.79468	10.2506	3.11817	11.304	3.54565	12.9407	4.13838	15.0099	4.64163	17.1791	4.99236	18.1014	5.26369	19.1883	5.75728	20.8294	6.33429	23.1765	0.551064	2.2	1.89705	6.90507	3.0083	10.9731	4.11368	14.8982	5.21505	19.1917	6.31666	23.3122
0.842354	3.22523	0.422898	1.64275	1.33984	5.52709	1.98264	7.07561	2.56445	9.10472	3.58549	12.6388	4.0121	14.3294	4.71285	16.7941	5.7864	20.4015	1.01192	4.0063	1.2141	5.05236	1.94243	7.00983	2.39897	8.54879	2.80252	10.0119	3.12608	11.0412	3.54855	12.616	4.14068	14.6318	4.64385	16.7362	4.99828	17.6567	5.26728	18.7049	5.75902	20.3009	6.33576	22.5803	0.567084	2.2	1.90222	6.7451	3.01156	10.7008	4.11608	14.5239	5.21691	18.6975	6.31819	22.7076
0.847932	3.21712	0.439243	1.65931	1.34745	5.41668	1.9992	6.954	2.57098	8.89787	3.58761	12.3298	4.02199	14.0007	4.71549	16.3785	5.78768	19.8953	1.02347	3.9385	1.22788	4.95945	1.94831	6.85102	2.40384	8.34948	2.8104	9.78556	3.13428	10.7927	3.55152	12.3079	4.14305	14.2729	4.64612	16.3163	5.0043	17.2346	5.27102	18.2463	5.76081	19.799	6.33727	22.0144	0.583103	2.2	1.9075	6.59359	3.01489	10.4425	4.11853	14.1685	5.21882	18.2287	6.31976	22.134
0.853926	3.20821	0.45562	1.6751	1.35692	5.29965	2.01582	6.83859	2.57777	8.70206	3.58984	12.0362	4.03205	13.6887	4.71822	15.9837	5.78902	19.4139	1.03489	3.87388	1.24198	4.87308	1.9545	6.7012	2.40879	8.1603	2.81833	9.57051	3.14278	10.5572	3.55457	12.0153	4.14551	13.9319	4.64845	15.9174	5.01039	16.8335	5.2749	17.8108	5.76264	19.3217	6.33883	21.4765	0.599122	2.2	1.91291	6.44993	3.0183	10.1971	4.12105	13.8307	5.22077	17.7832	6.32137	21.5891
