L(0,1)		F(1,1)		L(0,2)		L(0,3)		L(0,4)		L(0,5)		F(1,2)		F(1,3)		F(1,4)		F(1,5)		F(1,6)		F(1,7)		T(0,2)	
268  Points		294  Points		255  Points		211  Points		123  Points		94  Points		262  Points		237  Points		223  Points		195  Points		187  Points		115  Points		193  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.00144918	3.59976	0.000921188	0.212842	0.219419	1934.49	0.531475	530.369	0.559632	1024.21	0.959925	539.34	0.118611	160.985	0.233793	377.148	0.287953	534.325	0.574676	512.929	0.65592	664.744	0.736848	592.796	0.596452	1372.48
0.00850419	3.59967	0.00192532	0.306191	0.219425	105.831	0.531485	179.435	0.55974	223.331	0.959935	256.686	0.118971	44.1173	0.23386	90.6499	0.288001	115.255	0.574754	186.59	0.655981	222.62	0.736869	230.062	0.596474	249.103
0.0155553	3.59875	0.00326954	0.396409	0.219442	54.4081	0.531507	107.988	0.559986	125.382	0.959953	168.423	0.119735	25.7129	0.234009	51.5468	0.288111	64.6172	0.574905	114.064	0.656103	133.72	0.73691	142.734	0.596528	136.994
0.022599	3.59724	0.0049287	0.482837	0.219471	36.6203	0.53154	77.2381	0.56037	87.2015	0.959978	125.331	0.120887	18.2704	0.23424	36.0389	0.288284	44.9135	0.575128	82.1597	0.656286	95.5783	0.736969	103.467	0.596613	94.4856
0.0296319	3.59513	0.00687455	0.564983	0.219515	27.6012	0.531585	60.1221	0.560891	66.8836	0.960011	99.7986	0.122403	14.272	0.234554	27.7265	0.28852	34.4355	0.575424	64.2211	0.65653	74.3826	0.737047	81.1487	0.596729	72.1189
0.0366506	3.59243	0.0090774	0.642528	0.219575	22.1502	0.531644	49.2187	0.561545	54.2767	0.960051	82.9103	0.124256	11.793	0.234952	22.5493	0.288821	27.9365	0.575791	52.7283	0.656835	60.8953	0.737144	66.7546	0.596876	58.322
0.043651	3.58911	0.011508	0.715335	0.219654	18.5004	0.531717	41.6654	0.562333	45.6962	0.960098	70.9119	0.126414	10.1162	0.235434	19.0182	0.289187	23.5142	0.576228	44.7387	0.657201	51.5605	0.73726	56.7014	0.597054	48.9627
0.0506289	3.58511	0.0141383	0.783398	0.219755	15.8865	0.531805	36.1244	0.563251	39.4825	0.960152	61.9484	0.128846	8.91284	0.236001	16.4584	0.289621	20.3125	0.576736	38.8641	0.657629	44.718	0.737395	49.2832	0.597263	42.1975
0.0575794	3.58039	0.0169422	0.846797	0.219885	13.9232	0.531911	31.8864	0.564296	34.7778	0.960213	54.9978	0.131517	8.01148	0.236656	14.5195	0.290125	17.8888	0.577311	34.3644	0.658119	39.4886	0.73755	43.5844	0.597504	37.08
0.0644979	3.57491	0.0195081	0.898358	0.220048	12.3952	0.532034	28.5406	0.565467	31.0941	0.960282	49.4505	0.134397	7.31371	0.237397	13.0016	0.290701	15.9918	0.577954	30.8084	0.658671	35.3631	0.737723	39.0697	0.597775	33.0741
0.0713778	3.56858	0.0217746	0.939724	0.220249	11.173	0.532178	25.8323	0.56676	28.1332	0.960358	44.9207	0.137053	6.82398	0.238228	11.7823	0.291351	14.4677	0.578663	27.9284	0.659286	32.0261	0.737916	35.405	0.598077	29.8535
0.0782132	3.56135	0.0236973	0.972189	0.220498	10.1741	0.532341	23.5955	0.568173	25.7028	0.960441	41.152	0.139409	6.47212	0.239148	10.7827	0.29208	13.2175	0.579436	25.549	0.659963	29.2721	0.738129	32.3711	0.598411	27.2083
0.0849962	3.55312	0.0252456	0.996782	0.220802	9.34319	0.532525	21.717	0.569704	23.6731	0.960531	37.9674	0.141413	6.21763	0.240159	9.94906	0.292889	12.1743	0.580273	23.5506	0.660704	26.9612	0.738361	29.8183	0.598775	24.9973
0.0917182	3.54378	0.0263988	1.01428	0.221172	8.64212	0.532732	20.1175	0.571349	21.9536	0.960628	35.2411	0.143029	6.03605	0.241262	9.24416	0.293785	11.2917	0.58117	21.8491	0.661508	24.995	0.738614	27.6408	0.59917	23.1219
0.0983691	3.5332	0.0271431	1.02523	0.221619	8.04357	0.532961	18.7392	0.573105	20.4789	0.960732	32.8808	0.144233	5.91223	0.242456	8.64103	0.29477	10.5359	0.582127	20.3832	0.662375	23.3021	0.738886	25.7615	0.599595	21.5114
0.104938	3.52124	0.0282208	1.04062	0.222156	7.52759	0.533214	17.5394	0.574971	19.2008	0.960843	30.8174	0.145011	5.83692	0.243742	8.1197	0.295851	9.88222	0.583141	19.1074	0.663307	21.8298	0.739179	24.1233	0.600051	20.1135
0.11141	3.50772	0.0294024	1.05692	0.222798	7.07923	0.53349	16.4857	0.576944	18.0831	0.96096	28.9983	0.146137	5.73362	0.24512	7.66513	0.297032	9.31205	0.584211	17.9873	0.664304	20.5378	0.739492	22.6826	0.600538	18.8889
0.11777	3.49248	0.0310248	1.07834	0.223458	6.73471	0.53379	15.553	0.57902	17.0979	0.961084	27.3826	0.147371	5.62749	0.246587	7.26572	0.29832	8.81105	0.585335	16.9963	0.665365	19.3954	0.739826	21.406	0.601056	17.8074
0.124001	3.47526	0.0331009	1.10429	0.224104	6.47027	0.534115	14.7218	0.581198	16.2233	0.961215	25.9379	0.149065	5.49251	0.248142	6.91236	0.299721	8.36803	0.586509	16.1134	0.666492	18.3783	0.740181	20.267	0.601604	16.8455
0.130082	3.45585	0.0356434	1.13403	0.224703	6.26962	0.534464	13.9764	0.583475	15.4421	0.961352	24.6386	0.151229	5.33557	0.249567	6.63631	0.301243	7.97418	0.587734	15.322	0.667684	17.4672	0.740557	19.2446	0.602182	15.9845
0.135989	3.43398	0.0386644	1.16674	0.225222	6.12152	0.534837	13.3043	0.585848	14.7403	0.961496	23.4636	0.153874	5.16364	0.25083	6.4213	0.302893	7.6224	0.589005	14.6087	0.668942	16.6465	0.740956	18.3218	0.602791	15.2094
0.141697	3.40939	0.0421744	1.20159	0.225631	6.01814	0.535236	12.6952	0.588316	14.1067	0.961647	22.3961	0.157005	4.9831	0.251908	6.25606	0.304679	7.30695	0.590321	13.9626	0.670266	15.9038	0.741376	17.4848	0.60343	14.508
0.147179	3.38181	0.0457228	1.23379	0.225906	5.95432	0.535659	12.1409	0.590875	13.5321	0.961803	21.422	0.160621	4.79934	0.252779	6.13272	0.306609	7.02312	0.59168	13.3748	0.671655	15.2286	0.74182	16.7223	0.604098	13.8705
0.152406	3.35102	0.0493016	1.26354	0.226319	5.86565	0.536106	11.6342	0.593523	13.0089	0.961966	20.5294	0.164249	4.63621	0.253431	6.04586	0.308691	6.76702	0.59308	12.8377	0.67311	14.6122	0.742287	16.0248	0.604797	13.2886
0.156733	3.32142	0.0529049	1.29104	0.226793	5.77321	0.536578	11.1694	0.596258	12.5305	0.962135	19.7087	0.167873	4.49012	0.253853	5.99188	0.310635	6.56388	0.594518	12.3451	0.674631	14.0476	0.742777	15.3845	0.605526	12.7553
0.160241	3.29413	0.056527	1.31647	0.227484	5.65378	0.537075	10.7415	0.599077	12.0918	0.96231	18.9514	0.171482	4.35819	0.254465	5.91641	0.312392	6.40398	0.595993	11.8917	0.676218	13.5285	0.743292	14.7946	0.606285	12.2649
0.16301	3.27012	0.0601629	1.33998	0.228436	5.51251	0.537597	10.3464	0.601979	11.688	0.962492	18.2506	0.175067	4.23818	0.255139	5.83707	0.313916	6.28022	0.597502	11.4732	0.677869	13.0499	0.743832	14.2494	0.607073	11.8125
0.165113	3.25023	0.0638089	1.36175	0.229716	5.35523	0.538142	9.98042	0.604961	11.3153	0.962679	17.6	0.178617	4.12825	0.256067	5.73345	0.315167	6.18743	0.599044	11.0856	0.679585	12.6072	0.744398	13.7442	0.607891	11.3939
0.16661	3.23512	0.0674613	1.38189	0.23141	5.18816	0.538712	9.64057	0.60802	10.9703	0.962872	16.9946	0.182126	4.02693	0.257261	5.60898	0.316114	6.12189	0.600616	10.7257	0.681365	12.1968	0.744992	13.2748	0.608738	11.0055
0.167546	3.22523	0.0711172	1.40055	0.233637	5.01761	0.539306	9.32416	0.611155	10.6503	0.963071	16.4298	0.185588	3.93306	0.258732	5.4675	0.316732	6.0811	0.602217	10.3906	0.683208	11.8152	0.745613	12.8376	0.609615	10.6442
0.16886	3.21074	0.074774	1.41784	0.236193	4.86762	0.539924	9.0289	0.614363	10.3526	0.963276	15.9016	0.189001	3.84565	0.26049	5.31289	0.317637	6.02399	0.603844	10.0779	0.685112	11.4597	0.746263	12.4293	0.61052	10.3073
0.170248	3.19461	0.0784299	1.43387	0.239101	4.73624	0.540566	8.75277	0.617643	10.0751	0.963486	15.4066	0.192361	3.76392	0.262543	5.14895	0.318643	5.9639	0.605497	9.78537	0.687077	11.1278	0.746944	12.0474	0.611455	9.9924
0.172069	3.17211	0.0820827	1.44874	0.242376	4.62169	0.541232	8.494	0.620991	9.81591	0.963703	14.9418	0.195669	3.68724	0.264626	4.9977	0.320048	5.88534	0.607173	9.5112	0.6891	10.8172	0.747658	11.6894	0.612419	9.69755
0.174262	3.14278	0.0857312	1.46255	0.246025	4.52225	0.541922	8.25103	0.624407	9.57332	0.963925	14.5045	0.198925	3.61507	0.266731	4.85763	0.321888	5.79097	0.608872	9.25371	0.69118	10.526	0.748405	11.3532	0.613411	9.42089
0.176754	3.10616	0.0893744	1.47537	0.250042	4.43627	0.542635	8.02249	0.627887	9.34585	0.964153	14.0923	0.20213	3.54699	0.268847	4.72744	0.324206	5.68379	0.610592	9.01142	0.693315	10.2525	0.749188	11.0369	0.614433	9.16083
0.179466	3.06193	0.0930108	1.48728	0.254412	4.36213	0.543372	7.80716	0.631431	9.13219	0.964387	13.7032	0.205289	3.48264	0.270969	4.60601	0.327056	5.56705	0.612331	8.78304	0.695502	9.99517	0.750008	10.7389	0.615482	8.91594
0.182321	3.00999	0.0966402	1.49836	0.259114	4.2983	0.544132	7.60396	0.635036	8.93116	0.964626	13.3352	0.208403	3.42171	0.27309	4.49241	0.330498	5.44404	0.614089	8.5674	0.697737	9.7526	0.750869	10.4578	0.61656	8.68498
0.184931	2.95738	0.100262	1.50866	0.264116	4.24333	0.544916	7.41191	0.6387	8.74174	0.964872	12.9867	0.21148	3.36397	0.275206	4.3858	0.334123	5.33161	0.615864	8.36349	0.700018	9.52359	0.751773	10.1922	0.617667	8.46682
0.187329	2.9047	0.103875	1.51826	0.269389	4.19592	0.545723	7.23014	0.642422	8.56297	0.965124	12.6563	0.214522	3.30919	0.277312	4.28552	0.337925	5.22875	0.617657	8.17036	0.702341	9.30702	0.752724	9.94091	0.618801	8.26044
0.189551	2.85246	0.107481	1.52721	0.274899	4.15489	0.546553	7.05787	0.646199	8.39403	0.965382	12.3424	0.217535	3.2572	0.279406	4.19095	0.341898	5.13453	0.619465	7.98721	0.7047	9.10189	0.753725	9.70298	0.619963	8.06495
0.191628	2.80111	0.111077	1.53555	0.280613	4.11925	0.547407	6.8944	0.65003	8.23416	0.965647	12.044	0.220524	3.20782	0.281488	4.10159	0.346037	5.04809	0.621288	7.81327	0.707092	8.9073	0.75478	9.47744	0.621153	7.87954
0.193592	2.751	0.114666	1.54334	0.286505	4.08811	0.548169	6.75862	0.653913	8.08268	0.965918	11.7599	0.223495	3.16092	0.283557	4.01702	0.350332	4.96868	0.623126	7.64789	0.70951	8.72241	0.755893	9.26345	0.622371	7.70346
0.195469	2.7024	0.118246	1.55062	0.292547	4.06076	0.548833	6.64748	0.657847	7.93898	0.966196	11.4892	0.226453	3.11636	0.285613	3.93685	0.354774	4.89561	0.624979	7.49044	0.711948	8.54647	0.757071	9.06026	0.623616	7.53605
0.197282	2.65551	0.121818	1.55744	0.298716	4.03659	0.549392	6.55861	0.661829	7.8025	0.966481	11.2308	0.229401	3.07403	0.287659	3.86074	0.359355	4.82824	0.626845	7.34039	0.714401	8.37878	0.758318	8.8672	0.624889	7.37672
0.199052	2.61047	0.125383	1.56383	0.304993	4.01507	0.54984	6.4902	0.665859	7.67272	0.966774	10.9841	0.232346	3.03382	0.289695	3.78842	0.364065	4.76602	0.628726	7.19723	0.716859	8.21869	0.759641	8.68366	0.626188	7.2249
0.200797	2.56736	0.12894	1.56982	0.31136	3.99579	0.550173	6.44092	0.669935	7.54919	0.967075	10.7481	0.235291	2.99561	0.291725	3.71963	0.368895	4.70845	0.630619	7.06049	0.719316	8.06562	0.761046	8.50909	0.627514	7.0801
0.20253	2.52622	0.132491	1.57546	0.317803	3.97841	0.550388	6.40981	0.674055	7.43149	0.967384	10.5224	0.23824	2.95931	0.29375	3.65413	0.373836	4.65506	0.632526	6.92978	0.721762	7.91902	0.762542	8.34299	0.628868	6.94185
0.204266	2.48707	0.136035	1.58076	0.324308	3.96262	0.550699	6.36569	0.678217	7.31922	0.967702	10.3061	0.241197	2.92483	0.295772	3.59172	0.378878	4.60544	0.634199	6.82049	0.72419	7.77839	0.764135	8.1849	0.630069	6.82641
0.206013	2.44989	0.139574	1.58577	0.330865	3.94819	0.551039	6.3185	0.682421	7.21205	0.968029	10.0988	0.244164	2.89208	0.297795	3.53221	0.384012	4.55924	0.635633	6.73052	0.726589	7.64326	0.765832	8.03441	0.631108	6.73149
0.207782	2.41464	0.143107	1.5905	0.337465	3.93491	0.551507	6.25559	0.686665	7.10963	0.968367	9.89991	0.247145	2.86096	0.299819	3.47543	0.389231	4.51612	0.636825	6.65826	0.728951	7.51321	0.767642	7.89115	0.631979	6.65531
0.209579	2.38129	0.146636	1.59498	0.344099	3.92262	0.552107	6.17802	0.690947	7.01168	0.968715	9.70893	0.250141	2.83141	0.301848	3.42122	0.394527	4.47578	0.63777	6.60243	0.731268	7.38785	0.769572	7.75475	0.632674	6.5965
0.21141	2.34977	0.150162	1.59923	0.35076	3.91117	0.552844	6.0871	0.695266	6.91793	0.969074	9.52543	0.253155	2.80333	0.303883	3.36944	0.399893	4.43797	0.638468	6.5621	0.733532	7.26683	0.771626	7.62486	0.633189	6.55405
0.213281	2.32002	0.153684	1.60328	0.357442	3.90044	0.553725	5.98426	0.699059	6.83944	0.969446	9.34898	0.256188	2.77666	0.305927	3.31995	0.405321	4.40245	0.638915	6.5366	0.735736	7.14984	0.773811	7.50118	0.633521	6.52721
0.215195	2.29197	0.157204	1.60714	0.36414	3.89033	0.554758	5.87107	0.702314	6.77478	0.969831	9.17919	0.259243	2.75132	0.30798	3.27263	0.410804	4.36901	0.639559	6.50036	0.737875	7.03661	0.77613	7.38338	0.634	6.48909
0.217155	2.26556	0.160722	1.61083	0.370848	3.88074	0.555815	5.76273	0.705019	6.7228	0.97023	9.01573	0.262319	2.72724	0.310045	3.22736	0.416338	4.33745	0.640261	6.46152	0.739684	6.94081	0.778583	7.27114	0.634523	6.44825
0.219164	2.2407	0.164239	1.61437	0.377563	3.8716	0.556896	5.65894	0.707167	6.68262	0.970644	8.85825	0.265418	2.70436	0.312123	3.18403	0.421916	4.30761	0.641218	6.40961	0.741184	6.86116	0.781171	7.16419	0.635241	6.39369
0.221223	2.21733	0.167757	1.61778	0.384281	3.86285	0.558001	5.55945	0.708752	6.65358	0.971074	8.70645	0.268541	2.6826	0.314216	3.14254	0.427533	4.27933	0.642433	6.34539	0.742396	6.79663	0.783891	7.06219	0.636157	6.32625
0.223334	2.19536	0.171274	1.62106	0.390996	3.85442	0.559131	5.46401	0.709768	6.63521	0.971521	8.56004	0.271687	2.66192	0.316324	3.10281	0.433184	4.25247	0.64391	6.26981	0.743336	6.74644	0.786367	6.97714	0.637278	6.24696
0.225498	2.17473	0.174792	1.62423	0.397707	3.84626	0.560285	5.37239	0.711231	6.60911	0.971987	8.41876	0.274857	2.64224	0.318448	3.06473	0.438864	4.2269	0.645652	6.18393	0.744018	6.70999	0.788552	6.9073	0.638611	6.15694
0.227714	2.15536	0.178312	1.6273	0.404411	3.83834	0.561465	5.2844	0.712826	6.58112	0.972473	8.28236	0.278052	2.62352	0.320591	3.02823	0.444568	4.20251	0.647664	6.08891	0.744449	6.68687	0.79041	6.85132	0.640165	6.05746
0.229983	2.13719	0.181834	1.63028	0.411103	3.8306	0.56267	5.19982	0.715001	6.54369	0.972979	8.15063	0.28127	2.6057	0.322751	2.99323	0.450294	4.1792	0.649692	5.99746	0.745063	6.6539	0.79191	6.80814	0.641743	5.96183
0.232304	2.12014	0.18536	1.63319	0.417781	3.82301	0.563902	5.1185	0.717762	6.49736	0.973508	8.02333	0.284512	2.58873	0.324932	2.95965	0.456035	4.15688	0.651733	5.90939	0.745723	6.61841	0.793029	6.77699	0.643347	5.86985
0.234677	2.10416	0.188888	1.63603	0.424443	3.81554	0.56516	5.04025	0.721115	6.44281	0.97406	7.90027	0.287776	2.57255	0.327133	2.92744	0.46179	4.13545	0.65379	5.82453	0.746607	6.57074	0.793754	6.7573	0.644975	5.78132
0.237101	2.08918	0.192421	1.63881	0.431085	3.80815	0.566446	4.96494	0.72507	6.38077	0.974638	7.78126	0.291063	2.55713	0.329354	2.89652	0.467554	4.11485	0.655862	5.74273	0.747704	6.51141	0.794804	6.72936	0.646628	5.69607
0.239575	2.07514	0.195958	1.64153	0.437704	3.80082	0.567761	4.89242	0.729634	6.31207	0.975242	7.66613	0.294371	2.54242	0.331597	2.86683	0.473324	4.09499	0.657951	5.66381	0.749002	6.44104	0.79596	6.69944	0.648306	5.61393
0.242097	2.06199	0.1995	1.64421	0.444299	3.79352	0.569105	4.82256	0.734224	6.24588	0.975875	7.55471	0.297701	2.52838	0.333864	2.83833	0.479096	4.07582	0.660054	5.58765	0.750485	6.36039	0.797552	6.65948	0.650008	5.53473
0.244667	2.04966	0.203048	1.64685	0.450865	3.78622	0.57048	4.75523	0.738841	6.18208	0.976537	7.44685	0.301049	2.51496	0.336153	2.81095	0.484868	4.05727	0.662175	5.51411	0.752142	6.27027	0.799601	6.61014	0.651734	5.45834
0.247283	2.03811	0.206601	1.64945	0.457399	3.7789	0.571888	4.69034	0.743481	6.12054	0.97723	7.3424	0.304417	2.50212	0.338466	2.78466	0.490636	4.0393	0.664312	5.44307	0.753754	6.18269	0.802126	6.55215	0.653483	5.38461
0.249944	2.02729	0.210161	1.65202	0.463899	3.77153	0.573329	4.62777	0.748146	6.06114	0.977862	7.25405	0.307802	2.48983	0.340803	2.75939	0.496398	4.02184	0.666466	5.37442	0.755327	6.09757	0.805153	6.48638	0.655257	5.31341
0.252647	2.01716	0.213727	1.65456	0.47036	3.76409	0.574806	4.56744	0.752833	6.00378	0.97842	7.18064	0.311203	2.47806	0.343167	2.73513	0.50215	4.00485	0.668637	5.30803	0.756867	6.01483	0.808706	6.41374	0.657054	5.24463
0.255393	2.00766	0.2173	1.65708	0.47678	3.75654	0.576321	4.50925	0.757541	5.94836	0.978897	7.12122	0.314618	2.46676	0.345557	2.71181	0.507891	3.98829	0.670825	5.24382	0.758378	5.93441	0.812339	6.34395	0.658874	5.17815
0.258178	1.99876	0.22088	1.65957	0.483152	3.74886	0.577878	4.45314	0.762269	5.89477	0.979284	7.07504	0.318047	2.4559	0.347974	2.68942	0.513617	3.97213	0.673032	5.18168	0.759866	5.85624	0.816046	6.27682	0.660718	5.11387
0.261002	1.99043	0.224468	1.66206	0.489474	3.74102	0.579478	4.39904	0.767017	5.84292	0.979574	7.04153	0.321487	2.44546	0.350419	2.6679	0.519326	3.95631	0.675256	5.12152	0.761334	5.78025	0.81982	6.21219	0.662584	5.05169
0.263864	1.98261	0.228063	1.66452	0.49574	3.73299	0.581128	4.34688	0.771783	5.79275	0.979762	7.02027	0.324937	2.43539	0.352894	2.64724	0.525016	3.94081	0.677499	5.06326	0.762787	5.70637	0.823656	6.14993	0.664473	4.9915
0.266761	1.97529	0.231666	1.66697	0.501943	3.72473	0.58283	4.29662	0.776567	5.74415	0.980037	6.98998	0.328395	2.42567	0.3554	2.62741	0.530683	3.9256	0.67976	5.00683	0.764229	5.63454	0.827551	6.0899	0.666385	4.93323
0.269692	1.96843	0.235277	1.66941	0.508078	3.7162	0.584591	4.24822	0.781367	5.69706	0.980339	6.95741	0.331857	2.41627	0.357938	2.60838	0.536325	3.91064	0.682039	4.95213	0.765662	5.56469	0.831499	6.03195	0.668319	4.87679
0.272655	1.96199	0.238896	1.67184	0.514135	3.70736	0.586417	4.20165	0.786182	5.65141	0.980759	6.91368	0.335323	2.40715	0.360509	2.59013	0.541941	3.89591	0.684338	4.8991	0.76709	5.49677	0.835497	5.97599	0.670275	4.8221
0.275651	1.95596	0.242523	1.67426	0.520106	3.69816	0.588317	4.15689	0.791012	5.60713	0.981303	6.8593	0.33879	2.3983	0.363116	2.57263	0.547527	3.88138	0.686656	4.84768	0.768515	5.43071	0.83954	5.92189	0.672253	4.76909
0.278677	1.95031	0.246158	1.67667	0.525981	3.68853	0.5903	4.11394	0.795855	5.56416	0.981983	6.7949	0.342255	2.38967	0.36576	2.55587	0.553082	3.86703	0.688993	4.79779	0.769939	5.36646	0.843626	5.86956	0.674253	4.71768
0.281731	1.94501	0.249802	1.67907	0.531748	3.67841	0.592378	4.07279	0.80071	5.52243	0.98281	6.72119	0.345715	2.38124	0.368443	2.53984	0.558603	3.85284	0.691349	4.74938	0.771365	5.30394	0.84775	5.81891	0.676274	4.66781
0.284813	1.94004	0.253453	1.68146	0.537392	3.66773	0.594564	4.03347	0.805577	5.4819	0.9838	6.63898	0.349167	2.37299	0.371168	2.52451	0.564087	3.83878	0.693724	4.70238	0.772795	5.24311	0.851911	5.76985	0.678317	4.61942
0.287922	1.93537	0.257114	1.68385	0.542897	3.65639	0.596874	3.996	0.810454	5.4425	0.984836	6.55922	0.352609	2.36488	0.373937	2.50989	0.569534	3.82483	0.696119	4.65675	0.77423	5.18392	0.856104	5.72229	0.680381	4.57245
0.291057	1.931	0.260782	1.68623	0.548245	3.6443	0.599325	3.96044	0.81534	5.40419	0.98592	6.48182	0.356037	2.35689	0.376751	2.49594	0.57494	3.81097	0.698533	4.61243	0.775673	5.1263	0.860328	5.67617	0.682467	4.52684
0.294215	1.9269	0.264458	1.6886	0.553416	3.63137	0.601935	3.92683	0.820235	5.36691	0.987052	6.40671	0.359448	2.34899	0.379614	2.48268	0.580304	3.7972	0.700967	4.56936	0.777123	5.07022	0.864581	5.6314	0.684572	4.48253
0.297398	1.92306	0.268143	1.69097	0.55839	3.61748	0.604724	3.89523	0.825136	5.33062	0.988234	6.33381	0.362839	2.34117	0.382528	2.47007	0.585624	3.78349	0.703419	4.5275	0.778584	5.01561	0.868859	5.58793	0.686699	4.43948
0.300603	1.91946	0.271836	1.69333	0.563145	3.60254	0.607711	3.86566	0.830044	5.29528	0.989467	6.26304	0.366207	2.33339	0.385496	2.45813	0.590897	3.76982	0.705891	4.48681	0.780055	4.96243	0.873161	5.5457	0.688846	4.39764
0.30383	1.91609	0.275537	1.69568	0.567664	3.58649	0.61091	3.83816	0.834956	5.26084	0.990754	6.19434	0.369549	2.32564	0.388519	2.44682	0.596122	3.75619	0.708381	4.44724	0.781538	4.91064	0.877484	5.50463	0.691013	4.35696
0.307078	1.91293	0.279245	1.69802	0.571933	3.56926	0.614329	3.8127	0.839873	5.22727	0.992095	6.12764	0.372864	2.31791	0.391598	2.43615	0.601297	3.74258	0.71089	4.40874	0.783035	4.8602	0.881826	5.46469	0.6932	4.3174
0.310346	1.90997	0.282962	1.70036	0.575946	3.55087	0.617972	3.78921	0.844792	5.19452	0.993491	6.06287	0.376148	2.31018	0.394736	2.42609	0.606421	3.72898	0.713417	4.37128	0.784546	4.81105	0.886187	5.42581	0.695407	4.27891
0.313634	1.9072	0.286686	1.70268	0.579703	3.53136	0.621831	3.7676	0.849713	5.16256	0.994944	5.99997	0.379402	2.30245	0.397932	2.41662	0.61149	3.71537	0.715961	4.33482	0.786072	4.76316	0.890563	5.38795	0.697634	4.24146
0.316941	1.90461	0.290417	1.705	0.583214	3.51083	0.62589	3.74769	0.854635	5.13136	0.996453	5.93888	0.382625	2.29472	0.401187	2.40773	0.616505	3.70176	0.718523	4.29931	0.787614	4.71649	0.894953	5.35106	0.69988	4.20501
0.320266	1.90218	0.294156	1.7073	0.586497	3.48943	0.630129	3.72931	0.859555	5.10088	0.99802	5.87954	0.385816	2.28698	0.404499	2.39938	0.621463	3.68813	0.721102	4.26472	0.789173	4.671	0.899356	5.3151	0.702146	4.16953
0.323609	1.89992	0.297901	1.70959	0.589574	3.4673	0.634522	3.71225	0.864473	5.07108	0.999646	5.8219	0.388978	2.27924	0.407867	2.39156	0.626363	3.67447	0.723696	4.23103	0.79075	4.62666	0.903769	5.28002	0.70443	4.13497
0.326968	1.89781	0.301654	1.71188	0.59247	3.44463	0.639042	3.69631	0.869388	5.04195	1.00133	5.76589	0.392111	2.27151	0.41129	2.38423	0.631205	3.66078	0.726306	4.19818	0.792345	4.58344	0.908192	5.2458	0.706734	4.10131
0.330345	1.89584	0.305414	1.71414	0.59521	3.42157	0.643664	3.68131	0.874298	5.01344			0.395217	2.2638	0.414764	2.37736	0.635986	3.64705	0.72893	4.16615	0.793958	4.54128	0.912624	5.21239	0.709056	4.06851
0.333737	1.89401	0.309179	1.7164	0.597818	3.39828	0.648362	3.66707	0.879202	4.98553			0.398298	2.25612	0.418287	2.37092	0.640705	3.63328	0.731568	4.13491	0.795591	4.50018	0.917062	5.17975	0.711397	4.03655
0.337145	1.8923	0.312952	1.71864	0.600315	3.37487	0.653115	3.65345	0.884099	4.95819			0.401358	2.24849	0.421856	2.36487	0.645363	3.61947	0.734218	4.10442	0.797245	4.46008	0.921505	5.14786	0.713756	4.00539
0.340569	1.89072	0.31673	1.72087	0.602721	3.35147	0.657903	3.64033	0.888986	4.9314			0.404399	2.24092	0.425468	2.3592	0.649958	3.60561	0.736879	4.07465	0.798919	4.42098	0.925953	5.11669	0.716133	3.97501
0.344007	1.88925	0.320514	1.72308	0.605052	3.32816	0.662712	3.62759	0.893863	4.90512			0.407423	2.23342	0.42912	2.35387	0.654491	3.5917	0.739551	4.04558	0.800614	4.38282	0.930405	5.0862	0.718529	3.94539
0.34746	1.88789	0.324304	1.72528	0.607321	3.30501	0.667525	3.61516	0.898728	4.87934			0.410433	2.226	0.432809	2.34885	0.658959	3.57774	0.742231	4.01718	0.802331	4.34559	0.934858	5.05637	0.720942	3.91649
0.350927	1.88664	0.3281	1.72746	0.609539	3.28208	0.672333	3.60295	0.90358	4.85403			0.413431	2.21868	0.436531	2.34412	0.663364	3.56373	0.74492	3.98941	0.804069	4.30927	0.939313	5.02718	0.723373	3.88829
0.354408	1.88548	0.3319	1.72962	0.611717	3.25941	0.677125	3.59092	0.908416	4.82916			0.41642	2.21146	0.440284	2.33965	0.667705	3.54968	0.747614	3.96225	0.80583	4.27381	0.943769	4.99859	0.725821	3.86078
0.357902	1.88443	0.335706	1.73176	0.613861	3.23703	0.681893	3.579	0.913235	4.80472			0.419401	2.20435	0.444066	2.33542	0.671982	3.53558	0.750314	3.93568	0.807613	4.2392	0.948224	4.97059	0.728287	3.83393
