L(0,1)		F(1,1)		L(0,2)		L(0,3)		L(0,4)		L(0,5)		F(1,2)		F(1,3)		F(1,4)		F(1,5)		F(1,6)		F(1,7)		T(0,2)	
270  Points		295  Points		257  Points		212  Points		123  Points		95  Points		264  Points		238  Points		224  Points		196  Points		188  Points		116  Points		194  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.33167	1.92115	1.27176	1.80522	1.59001	2.2964	1.85904	2.67551					1.37015	1.97586	1.54683	2.23059	1.80267	2.59961	1.93611	2.78482	1.98245	2.85178			1.93733	2.79208
1.33972	1.92196	1.27858	1.80492	1.59513	2.29091	1.86395	2.66764					1.37774	1.97571	1.55524	2.2302	1.80745	2.59196	1.94158	2.77714	1.98817	2.84407			1.94408	2.78618
1.34776	1.92277	1.28538	1.80461	1.60026	2.28551	1.86887	2.65986					1.38534	1.97558	1.56365	2.22982	1.81224	2.5844	1.94702	2.7695	1.99394	2.83653			1.95085	2.78037
1.35581	1.92357	1.29218	1.80429	1.60541	2.28018	1.8738	2.65218					1.39296	1.97549	1.57206	2.22944	1.81704	2.57694	1.95244	2.76192	1.99976	2.82915			1.95763	2.77465
1.36386	1.92437	1.29896	1.80395	1.61057	2.27493	1.87874	2.64461					1.4006	1.97542	1.58048	2.22907	1.82184	2.56957	1.95784	2.75439	2.00564	2.82193			1.96443	2.769
1.37192	1.92516	1.30572	1.8036	1.61574	2.26977	1.88369	2.63713					1.40826	1.97537	1.58889	2.22871	1.82666	2.5623	1.96321	2.74691					1.97124	2.76344
1.37997	1.92595	1.31248	1.80324	1.62093	2.26467	1.88866	2.62975					1.41593	1.97535	1.59731	2.22835	1.83148	2.55511	1.96857	2.73948					1.97806	2.75796
1.38803	1.92672	1.31923	1.80287	1.62613	2.25966	1.89364	2.62247					1.42362	1.97535	1.60573	2.228	1.83631	2.54802	1.9739	2.73211					1.9849	2.75256
1.39609	1.9275	1.32596	1.80249	1.63135	2.25471	1.89863	2.61529					1.43133	1.97538	1.61415	2.22765	1.84116	2.54102	1.97922	2.72479					1.99175	2.74723
1.40415	1.92826	1.33269	1.8021	1.63659	2.24984	1.90363	2.6082					1.43905	1.97543	1.62258	2.22731	1.84601	2.5341	1.98451	2.71752					1.99861	2.74197
1.41221	1.92902	1.33941	1.8017	1.64183	2.24504	1.90865	2.60121					1.44679	1.97549	1.631	2.22698	1.85087	2.52727	1.9898	2.71031					2.00549	2.7368
1.42027	1.92978	1.34612	1.80129	1.64709	2.24032	1.91368	2.5943					1.45454	1.97558	1.63943	2.22666	1.85574	2.52053	1.99507	2.70315						
1.42834	1.93052	1.35282	1.80088	1.65237	2.23566	1.91873	2.58749					1.4623	1.97568	1.64786	2.22634	1.86063	2.51387	2.00032	2.69606						
1.4364	1.93126	1.35951	1.80046	1.65766	2.23107	1.92379	2.58077					1.47008	1.9758	1.65629	2.22602	1.86552	2.5073								
1.44446	1.93199	1.36619	1.80003	1.66296	2.22654	1.92887	2.57414					1.47788	1.97594	1.66472	2.22571	1.87043	2.50081								
1.45252	1.93271	1.37287	1.7996	1.66828	2.22208	1.93396	2.5676					1.48568	1.97609	1.67316	2.22541	1.87534	2.4944								
1.46059	1.93343	1.37953	1.79916	1.67362	2.21769	1.93907	2.56114					1.4935	1.97626	1.68159	2.22511	1.88027	2.48808								
1.46865	1.93414	1.38619	1.79871	1.67897	2.21336	1.94419	2.55478					1.50133	1.97645	1.69003	2.22481	1.88521	2.48183								
1.47671	1.93483	1.39285	1.79826	1.68433	2.20909	1.94932	2.54849					1.50917	1.97664	1.69847	2.22452	1.89016	2.47566								
1.48477	1.93553	1.39949	1.79781	1.6897	2.20489	1.95448	2.54229					1.51703	1.97685	1.70691	2.22424	1.89512	2.46957								
1.49283	1.93621	1.40613	1.79735	1.69509	2.20075	1.95965	2.53618					1.52489	1.97707	1.71535	2.22396	1.9001	2.46356								
1.50089	1.93688	1.41277	1.7969	1.7005	2.19667	1.96483	2.53014					1.53277	1.9773	1.72379	2.22369	1.90508	2.45762								
1.50895	1.93755	1.4194	1.79643	1.70592	2.19264	1.97003	2.52419					1.54065	1.97754	1.73224	2.22342	1.91008	2.45176								
1.517	1.9382	1.42602	1.79597	1.71135	2.18868	1.97525	2.51831					1.54854	1.9778	1.74068	2.22315	1.91509	2.44597								
1.52505	1.93885	1.43264	1.7955	1.7168	2.18477	1.98048	2.51252					1.55645	1.97806	1.74913	2.22289	1.92011	2.44026								
1.5331	1.93949	1.43925	1.79503	1.72227	2.18093	1.98573	2.5068					1.56436	1.97833	1.75758	2.22263	1.92515	2.43462								
1.54115	1.94012	1.44586	1.79456	1.72775	2.17713	1.991	2.50116					1.57228	1.97861	1.76603	2.22238	1.9302	2.42904								
1.5492	1.94074	1.45246	1.79409	1.73324	2.1734	1.99628	2.4956					1.58021	1.97889	1.77448	2.22213	1.93526	2.42354								
1.55724	1.94135	1.45906	1.79362	1.73875	2.16971	2.00158	2.4901					1.58815	1.97919	1.78293	2.22188	1.94033	2.4181								
1.56528	1.94195	1.46566	1.79315	1.74427	2.16609							1.59609	1.97949	1.79138	2.22164	1.94541	2.41274								
1.57332	1.94254	1.47225	1.79267	1.74981	2.16251							1.60405	1.97979	1.79984	2.22141	1.95051	2.40744								
1.58135	1.94312	1.47883	1.7922	1.75537	2.15899							1.61201	1.9801	1.80829	2.22117	1.95562	2.4022								
1.58938	1.94369	1.48542	1.79173	1.76093	2.15552							1.61997	1.98042	1.81675	2.22094	1.96074	2.39703								
1.5974	1.94424	1.49199	1.79125	1.76652	2.1521							1.62794	1.98074	1.82521	2.22072	1.96587	2.39193								
1.60542	1.94479	1.49857	1.79078	1.77212	2.14874							1.63592	1.98107	1.83367	2.22049	1.97102	2.38689								
1.61344	1.94533	1.50515	1.79031	1.77774	2.14542							1.64391	1.9814	1.84213	2.22027	1.97618	2.38191								
1.62145	1.94585	1.51172	1.78984	1.78337	2.14216							1.6519	1.98174	1.85059	2.22006	1.98135	2.37699								
1.62945	1.94637	1.51828	1.78937	1.78901	2.13894							1.6599	1.98207	1.85905	2.21984	1.98653	2.37213								
1.63745	1.94687	1.52485	1.7889	1.79468	2.13578							1.6679	1.98242	1.86752	2.21963	1.99173	2.36733								
1.64544	1.94736	1.53141	1.78843	1.80036	2.13266							1.6759	1.98276	1.87598	2.21943	1.99694	2.36259								
1.65343	1.94784	1.53797	1.78797	1.80606	2.12959							1.68392	1.98311	1.88445	2.21922	2.00216	2.35791								
1.6614	1.94831	1.54453	1.7875	1.81177	2.12656							1.69193	1.98345	1.89291	2.21902										
1.66938	1.94876	1.55109	1.78704	1.8175	2.12359							1.69995	1.9838	1.90138	2.21883										
1.67734	1.9492	1.55764	1.78658	1.82325	2.12066							1.70798	1.98416	1.90985	2.21863										
1.6853	1.94963	1.56419	1.78612	1.82901	2.11778							1.71601	1.98451	1.91832	2.21844										
1.69325	1.95005	1.57074	1.78567	1.8348	2.11495							1.72404	1.98487	1.92679	2.21825										
1.70119	1.95045	1.57729	1.78521	1.8406	2.11216							1.73207	1.98522	1.93526	2.21806										
1.70912	1.95083	1.58384	1.78476	1.84642	2.10941							1.74011	1.98558	1.94373	2.21788										
1.71704	1.95121	1.59038	1.78431	1.85226	2.10672							1.74815	1.98593	1.9522	2.2177										
1.72495	1.95157	1.59693	1.78387	1.85811	2.10406							1.7562	1.98629	1.96068	2.21752										
1.73285	1.95191	1.60347	1.78342	1.86399	2.10146							1.76425	1.98665	1.96915	2.21735										
1.74074	1.95224	1.61001	1.78298	1.86989	2.0989							1.7723	1.98701	1.97763	2.21717										
1.74862	1.95255	1.61656	1.78254	1.8758	2.09638							1.78035	1.98736	1.9861	2.217										
1.75648	1.95285	1.6231	1.7821	1.88174	2.0939							1.78841	1.98772	1.99458	2.21683										
1.76434	1.95313	1.62964	1.78167	1.8877	2.09148							1.79647	1.98807	2.00306	2.21667										
1.77218	1.95339	1.63617	1.78124	1.89368	2.08909							1.80453	1.98843												
1.78001	1.95364	1.64271	1.78081	1.89968	2.08675							1.81259	1.98878												
1.78782	1.95386	1.64925	1.78039	1.9057	2.08446							1.82065	1.98914												
1.79562	1.95407	1.65579	1.77996	1.91175	2.08221							1.82872	1.98949												
1.8034	1.95427	1.66232	1.77954	1.91782	2.08							1.83678	1.98984												
1.81117	1.95444	1.66886	1.77913	1.92391	2.07784							1.84485	1.99019												
1.81892	1.95459	1.67539	1.77872	1.93003	2.07572							1.85292	1.99054												
1.82665	1.95473	1.68193	1.77831	1.93617	2.07364							1.86099	1.99088												
1.83436	1.95484	1.68846	1.7779	1.94234	2.07161							1.86906	1.99123												
1.84206	1.95493	1.695	1.77749	1.94853	2.06963							1.87714	1.99157												
1.84973	1.955	1.70153	1.77709	1.95475	2.06769							1.88521	1.99191												
1.85739	1.95505	1.70807	1.7767	1.961	2.06579							1.89328	1.99224												
1.86502	1.95508	1.7146	1.7763	1.96728	2.06394							1.90136	1.99258												
1.87264	1.95508	1.72114	1.77591	1.97358	2.06214							1.90943	1.99291												
1.88023	1.95507	1.72767	1.77552	1.97992	2.06037							1.91751	1.99324												
1.8878	1.95502	1.7342	1.77513	1.98628	2.05866							1.92558	1.99357												
1.89534	1.95496	1.74074	1.77475	1.99267	2.05699							1.93366	1.9939												
1.90286	1.95486	1.74727	1.77437	1.9991	2.05536							1.94173	1.99422												
1.91036	1.95475	1.75381	1.774	2.00556	2.05378							1.9498	1.99454												
1.91783	1.95461	1.76034	1.77362									1.95788	1.99486												
1.92527	1.95444	1.76688	1.77326									1.96595	1.99517												
1.93268	1.95425	1.77341	1.77289									1.97403	1.99548												
1.94007	1.95403	1.77995	1.77253									1.9821	1.99579												
1.94743	1.95378	1.78648	1.77216									1.99017	1.9961												
1.95476	1.95351	1.79302	1.77181									1.99824	1.9964												
1.96207	1.95321	1.79955	1.77145									2.00631	1.9967												
1.96934	1.95288	1.80609	1.7711																						
1.97658	1.95253	1.81263	1.77075																						
1.9838	1.95215	1.81917	1.77041																						
1.99098	1.95174	1.8257	1.77007																						
1.99813	1.95131	1.83224	1.76973																						
2.00525	1.95085	1.83878	1.76939																						
		1.84532	1.76906																						
		1.85186	1.76873																						
		1.8584	1.7684																						
		1.86494	1.76808																						
		1.87148	1.76776																						
		1.87803	1.76744																						
		1.88457	1.76713																						
		1.89111	1.76681																						
		1.89766	1.7665																						
		1.9042	1.7662																						
		1.91075	1.76589																						
		1.91729	1.76559																						
		1.92384	1.76529																						
		1.93039	1.765																						
		1.93694	1.76471																						
		1.94349	1.76442																						
		1.95004	1.76413																						
		1.95659	1.76384																						
		1.96314	1.76356																						
		1.96969	1.76328																						
		1.97624	1.76301																						
		1.9828	1.76273																						
		1.98935	1.76246																						
		1.9959	1.76219																						
		2.00246	1.76192																						
