Sym		Asym		Mode 1		Mode 2		Mode 3		Mode 4		Mode 5		Mode 6	
502  Points		543  Points		494  Points		448  Points		261  Points		257  Points		223  Points		224  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.687125	1.81435	0.626542	1.56956	1.0766	2.84616	1.32858	3.51027	1.79668	4.74585	1.88781	4.9703	2.0702	5.44781	2.08445	5.50677
0.691582	1.8144	0.631819	1.57315	1.07925	2.83485	1.33471	3.50384	1.803	4.73199	1.89141	4.94793	2.07348	5.42156	2.0873	5.47891
0.696043	1.81447	0.637099	1.5767	1.08191	2.8237	1.34079	3.49736	1.80933	4.71832	1.89508	4.92604	2.07683	5.39584	2.09022	5.45159
0.70051	1.81455	0.642381	1.58021	1.08457	2.81271	1.34682	3.49083	1.81565	4.70482	1.89883	4.90462	2.08026	5.37064	2.09321	5.42481
0.704982	1.81464	0.647664	1.58368	1.08724	2.80188	1.3528	3.48424	1.82197	4.69149	1.90266	4.88368	2.08377	5.34595	2.09628	5.39856
0.709459	1.81475	0.65295	1.58712	1.08992	2.7912	1.35872	3.47761	1.8283	4.67833	1.90657	4.8632	2.08735	5.32176	2.09942	5.37283
0.713942	1.81487	0.658237	1.59052	1.09261	2.78067	1.3646	3.47093	1.83463	4.66534	1.91056	4.84317	2.09101	5.29807	2.10264	5.34762
0.71843	1.815	0.663526	1.59389	1.0953	2.77028	1.37042	3.46421	1.84095	4.6525	1.91462	4.82358	2.09474	5.27485	2.10594	5.32292
0.722924	1.81514	0.668816	1.59722	1.098	2.76005	1.37619	3.45743	1.84728	4.63983	1.91877	4.80444	2.09855	5.25211	2.10931	5.29871
0.727423	1.8153	0.674108	1.60051	1.10071	2.74996	1.38191	3.4506	1.85361	4.62731	1.92299	4.78572	2.10243	5.22984	2.11277	5.27499
0.731928	1.81547	0.679401	1.60377	1.10342	2.74001	1.38757	3.44372	1.85993	4.61494	1.92729	4.76742	2.10639	5.20802	2.11629	5.25175
0.736439	1.81565	0.684695	1.60699	1.10615	2.7302	1.39318	3.4368	1.86626	4.60272	1.93167	4.74953	2.11042	5.18665	2.1199	5.22898
0.740955	1.81584	0.689991	1.61018	1.10888	2.72052	1.39874	3.42983	1.87258	4.59064	1.93612	4.73205	2.11454	5.16572	2.12359	5.20668
0.745477	1.81604	0.695287	1.61334	1.11162	2.71098	1.40424	3.42281	1.8789	4.5787	1.94065	4.71495	2.11872	5.14522	2.12736	5.18484
0.750005	1.81625	0.700585	1.61647	1.11436	2.70157	1.4097	3.41575	1.88523	4.5669	1.94526	4.69823	2.12298	5.12514	2.1312	5.16345
0.754538	1.81648	0.705884	1.61956	1.11712	2.6923	1.41509	3.40864	1.89155	4.55524	1.94993	4.68187	2.12732	5.10548	2.13513	5.1425
0.759078	1.81672	0.711183	1.62262	1.11988	2.68315	1.42044	3.40148	1.89786	4.54371	1.95467	4.66588	2.13173	5.08622	2.13913	5.12199
0.763624	1.81697	0.716483	1.62564	1.12265	2.67412	1.42573	3.39429	1.90418	4.5323	1.95948	4.65022	2.13621	5.06737	2.14321	5.1019
0.768176	1.81723	0.721784	1.62864	1.12543	2.66522	1.43097	3.38705	1.91049	4.52103	1.96436	4.63491	2.14077	5.0489	2.14737	5.08224
0.772733	1.8175	0.727086	1.6316	1.12821	2.65644	1.43616	3.37978	1.9168	4.50987	1.9693	4.61991	2.1454	5.03082	2.15161	5.06298
0.777297	1.81778	0.732388	1.63453	1.13101	2.64778	1.44129	3.37246	1.92311	4.49884	1.97429	4.60523	2.1501	5.01311	2.15593	5.04413
0.781868	1.81808	0.737691	1.63743	1.13381	2.63924	1.44638	3.3651	1.92942	4.48793	1.97935	4.59084	2.15488	4.99577	2.16033	5.02568
0.786444	1.81838	0.742994	1.64031	1.13662	2.63081	1.45141	3.35771	1.93572	4.47713	1.98446	4.57675	2.15972	4.9788	2.16481	5.00762
0.791027	1.8187	0.748298	1.64315	1.13944	2.6225	1.45639	3.35029	1.94202	4.46645	1.98963	4.56294	2.16464	4.96217	2.16936	4.98994
0.795616	1.81903	0.753602	1.64596	1.14227	2.6143	1.46132	3.34283	1.94832	4.45588	1.99484	4.54939	2.16963	4.94589	2.174	4.97264
0.800211	1.81937	0.758906	1.64874	1.1451	2.6062	1.46619	3.33533	1.95461	4.44541	2.0001	4.5361	2.17469	4.92996	2.17871	4.9557
0.804813	1.81972	0.764211	1.65149	1.14794	2.59822	1.47102	3.32781	1.96089	4.43506	2.00541	4.52306	2.17982	4.91435	2.18349	4.93913
0.809422	1.82008	0.769515	1.65422	1.15079	2.59034	1.4758	3.32026	1.96718	4.4248	2.01075	4.51026	2.18502	4.89907	2.18836	4.92291
0.814037	1.82045	0.774819	1.65692	1.15365	2.58257	1.48053	3.31268	1.97346	4.41465	2.01614	4.49768	2.19028	4.8841	2.1933	4.90704
0.818659	1.82083	0.780124	1.65958	1.15652	2.5749	1.48521	3.30508	1.97973	4.4046	2.02157	4.48533	2.19561	4.86945	2.19831	4.8915
0.823287	1.82122	0.785428	1.66222	1.1594	2.56733	1.48984	3.29745	1.986	4.39465	2.02703	4.47319	2.20101	4.8551	2.2034	4.8763
0.827922	1.82163	0.790733	1.66484	1.16228	2.55986	1.49443	3.2898	1.99226	4.38479	2.03253	4.46125	2.20648	4.84105	2.20856	4.86143
0.832564	1.82204	0.796037	1.66742	1.16518	2.55249	1.49897	3.28213	1.99852	4.37502	2.03806	4.44951	2.212	4.82729	2.2138	4.84687
0.837212	1.82246	0.80134	1.66998	1.16808	2.54521	1.50346	3.27444	2.00477	4.36535	2.04361	4.43795	2.2176	4.81382	2.2191	4.83263
0.841867	1.8229	0.806644	1.67251	1.17098	2.53803	1.5079	3.26673	2.01102	4.35577	2.04919	4.42658	2.22325	4.80062	2.22448	4.81869
0.846529	1.82334	0.811947	1.67502	1.1739	2.53095	1.51231	3.25901	2.01726	4.34627	2.0548	4.41538	2.22897	4.7877	2.22993	4.80505
0.851198	1.8238	0.81725	1.6775	1.17683	2.52395	1.51667	3.25128	2.02349	4.33686	2.06044	4.40435	2.23475	4.77504	2.23545	4.7917
0.855874	1.82426	0.822552	1.67995	1.17976	2.51705	1.52098	3.24353	2.02972	4.32754	2.06609	4.39348	2.24059	4.76264	2.24103	4.77863
0.860557	1.82473	0.827853	1.68238	1.1827	2.51023	1.52525	3.23577	2.03594	4.3183	2.07177	4.38277	2.24649	4.7505	2.24669	4.76585
0.865247	1.82522	0.833154	1.68479	1.18565	2.5035	1.52948	3.22801	2.04215	4.30913	2.07746	4.3722	2.25245	4.73861	2.25241	4.75333
0.869943	1.82571	0.838455	1.68716	1.18861	2.49686	1.53367	3.22024	2.04836	4.30005	2.08317	4.36178	2.25846	4.72695	2.25819	4.74109
0.874647	1.82621	0.843754	1.68952	1.19157	2.4903	1.53782	3.21246	2.05456	4.29105	2.0889	4.3515	2.26454	4.71554	2.26404	4.7291
0.879358	1.82672	0.849053	1.69185	1.19455	2.48383	1.54193	3.20469	2.06075	4.28212	2.09464	4.34136	2.27066	4.70435	2.26996	4.71736
0.884075	1.82725	0.854351	1.69415	1.19753	2.47744	1.54601	3.19691	2.06694	4.27326	2.10039	4.33134	2.27685	4.69339	2.27593	4.70587
0.8888	1.82778	0.859648	1.69643	1.20052	2.47113	1.55004	3.18913	2.07311	4.26448	2.10616	4.32145	2.28308	4.68265	2.28197	4.69463
0.893532	1.82832	0.864945	1.69869	1.20352	2.4649	1.55404	3.18135	2.07928	4.25577	2.11194	4.31168	2.28937	4.67212	2.28806	4.68361
0.898271	1.82887	0.87024	1.70092	1.20653	2.45874	1.558	3.17358	2.08544	4.24713	2.11773	4.30203	2.29571	4.66181	2.29422	4.67283
0.903017	1.82942	0.875534	1.70314	1.20954	2.45267	1.56192	3.16581	2.09159	4.23855	2.12352	4.29249	2.3021	4.65169	2.30043	4.66227
0.90777	1.82999	0.880827	1.70532	1.21256	2.44667	1.56582	3.15806	2.09773	4.23005	2.12933	4.28306	2.30854	4.64178	2.3067	4.65193
0.91253	1.83057	0.88612	1.70749	1.21559	2.44074	1.56967	3.1503	2.10387	4.2216	2.13514	4.27374	2.31503	4.63206	2.31302	4.6418
0.917297	1.83115	0.89141	1.70963	1.21863	2.43489	1.5735	3.14256	2.10999	4.21323	2.14096	4.26452	2.32157	4.62253	2.3194	4.63188
0.922071	1.83174	0.8967	1.71175	1.22168	2.42912	1.57729	3.13484	2.11611	4.20491	2.14678	4.2554	2.32815	4.61318	2.32583	4.62215
0.926852	1.83234	0.901989	1.71385	1.22473	2.42341	1.58105	3.12712	2.12221	4.19666	2.15261	4.24637	2.33478	4.60402	2.33231	4.61263
0.931641	1.83295	0.907276	1.71592	1.22779	2.41777	1.58479	3.11942	2.12831	4.18847	2.15844	4.23744	2.34145	4.59503	2.33885	4.60329
0.936436	1.83357	0.912561	1.71798	1.23086	2.41221	1.58849	3.11174	2.13439	4.18033	2.16428	4.2286	2.34817	4.58621	2.34543	4.59415
0.941238	1.83419	0.917846	1.72001	1.23394	2.40671	1.59216	3.10407	2.14047	4.17226	2.17011	4.21985	2.35493	4.57755	2.35206	4.58518
0.946047	1.83482	0.923129	1.72202	1.23703	2.40128	1.59581	3.09642	2.14653	4.16424	2.17595	4.21119	2.36173	4.56906	2.35874	4.57639
0.950864	1.83546	0.92841	1.72401	1.24012	2.39592	1.59943	3.08879	2.15259	4.15627	2.18179	4.20261	2.36857	4.56073	2.36546	4.56777
0.955687	1.83611	0.93369	1.72598	1.24322	2.39062	1.60302	3.08119	2.15863	4.14836	2.18763	4.19411	2.37545	4.55255	2.37223	4.55932
0.960517	1.83676	0.938968	1.72793	1.24633	2.38538	1.60659	3.07361	2.16466	4.1405	2.19347	4.18569	2.38237	4.54452	2.37904	4.55103
0.965354	1.83742	0.944244	1.72986	1.24945	2.38021	1.61013	3.06605	2.17068	4.1327	2.19931	4.17734	2.38932	4.53663	2.38589	4.5429
0.970198	1.83809	0.949519	1.73177	1.25257	2.37511	1.61365	3.05851	2.17669	4.12494	2.20514	4.16907	2.39632	4.52889	2.39279	4.53492
0.975049	1.83876	0.954792	1.73366	1.2557	2.37006	1.61715	3.051	2.18269	4.11724	2.21098	4.16087	2.40334	4.52129	2.39972	4.52709
0.979906	1.83945	0.960063	1.73553	1.25885	2.36508	1.62062	3.04352	2.18868	4.10958	2.21681	4.15275			2.4067	4.51941
0.98477	1.84013	0.965333	1.73737	1.26199	2.36015	1.62408	3.03607	2.19465	4.10197	2.22264	4.14469				
0.989641	1.84083	0.9706	1.7392	1.26515	2.35529	1.62751	3.02865	2.20062	4.09441	2.22847	4.13669				
0.994519	1.84153	0.975866	1.74101	1.26831	2.35048	1.63092	3.02125	2.20657	4.0869	2.23429	4.12877				
0.999403	1.84223	0.98113	1.7428	1.27148	2.34573	1.63431	3.01389	2.21251	4.07942	2.24011	4.1209				
1.00429	1.84294	0.986391	1.74457	1.27466	2.34104	1.63769	3.00656	2.21843	4.072	2.24592	4.1131				
1.00919	1.84366	0.991651	1.74633	1.27785	2.3364	1.64105	2.99926	2.22434	4.06461	2.25173	4.10536				
1.01409	1.84438	0.996908	1.74806	1.28105	2.33182	1.64439	2.992	2.23024	4.05727	2.25753	4.09767				
1.019	1.84511	1.00216	1.74977	1.28425	2.3273	1.64771	2.98477	2.23613	4.04997	2.26332	4.09004				
1.02392	1.84584	1.00742	1.75147	1.28746	2.32283	1.65102	2.97758	2.242	4.04271	2.26911	4.08247				
1.02884	1.84658	1.01267	1.75315	1.29068	2.31841	1.65431	2.97042	2.24786	4.03548	2.2749	4.07496				
1.03377	1.84732	1.01792	1.75481	1.2939	2.31404	1.65759	2.9633	2.25371	4.0283	2.28067	4.06749				
1.03871	1.84806	1.02316	1.75645	1.29713	2.30972	1.66085	2.95622	2.25954	4.02116	2.28644	4.06008				
1.04365	1.84881	1.02841	1.75808	1.30037	2.30546	1.6641	2.94917	2.26536	4.01405	2.2922	4.05272				
1.04859	1.84957	1.03365	1.75968	1.30362	2.30124	1.66734	2.94216	2.27116	4.00698	2.29795	4.0454				
1.05355	1.85033	1.03889	1.76127	1.30688	2.29708	1.67056	2.93519	2.27695	3.99994	2.3037	4.03814				
1.05851	1.85109	1.04412	1.76284	1.31014	2.29296	1.67378	2.92827	2.28272	3.99294	2.30943	4.03092				
1.06347	1.85185	1.04936	1.7644	1.31341	2.2889	1.67698	2.92138	2.28848	3.98597	2.31516	4.02375				
1.06844	1.85262	1.05459	1.76594	1.31669	2.28488	1.68018	2.91453	2.29423	3.97903	2.32088	4.01662				
1.07342	1.85339	1.05982	1.76746	1.31998	2.28091	1.68336	2.90772	2.29996	3.97213	2.32659	4.00954				
1.0784	1.85417	1.06504	1.76896	1.32327	2.27698	1.68653	2.90095	2.30567	3.96526	2.33228	4.0025				
1.08338	1.85495	1.07026	1.77045	1.32657	2.2731	1.6897	2.89423	2.31137	3.95842	2.33797	3.9955				
1.08838	1.85573	1.07548	1.77192	1.32988	2.26927	1.69285	2.88754	2.31706	3.95161	2.34365	3.98854				
1.09337	1.85651	1.0807	1.77337	1.3332	2.26548	1.696	2.8809	2.32273	3.94484	2.34932	3.98162				
1.09838	1.8573	1.08592	1.77481	1.33652	2.26173	1.69914	2.8743	2.32838	3.93809	2.35497	3.97474				
1.10338	1.85808	1.09113	1.77623	1.33986	2.25803	1.70228	2.86775	2.33402	3.93137	2.36062	3.9679				
1.1084	1.85887	1.09634	1.77764	1.3432	2.25437	1.70541	2.86123	2.33964	3.92468	2.36626	3.9611				
1.11342	1.85967	1.10154	1.77902	1.34654	2.25075	1.70853	2.85476	2.34524	3.91801	2.37188	3.95433				
1.11844	1.86046	1.10674	1.7804	1.3499	2.24718	1.71164	2.84834	2.35083	3.91137	2.37749	3.9476				
1.12347	1.86125	1.11194	1.78176	1.35326	2.24365	1.71475	2.84195	2.3564	3.90476	2.38309	3.9409				
1.1285	1.86205	1.11714	1.7831	1.35663	2.24016	1.71786	2.83561	2.36196	3.89818	2.38868	3.93424				
1.13354	1.86285	1.12233	1.78442	1.36001	2.2367	1.72096	2.82932	2.3675	3.89162	2.39425	3.92761				
1.13858	1.86365	1.12752	1.78573	1.36339	2.23329	1.72406	2.82307	2.37302	3.88508	2.39982	3.92101				
1.14362	1.86445	1.13271	1.78703	1.36679	2.22992	1.72716	2.81686	2.37852	3.87857	2.40537	3.91444				
1.14867	1.86525	1.13789	1.78831	1.37019	2.22659	1.73025	2.8107	2.38401	3.87209						
1.15373	1.86605	1.14307	1.78957	1.3736	2.2233	1.73334	2.80458	2.38948	3.86563						
1.15879	1.86685	1.14825	1.79082	1.37701	2.22004	1.73642	2.7985	2.39493	3.85919						
1.16385	1.86765	1.15342	1.79206	1.38044	2.21683	1.73951	2.79247	2.40037	3.85277						
1.16892	1.86845	1.15859	1.79328	1.38387	2.21365	1.74259	2.78648								
1.17399	1.86926	1.16375	1.79448	1.38731	2.21051	1.74567	2.78054								
1.17906	1.87006	1.16891	1.79567	1.39075	2.2074	1.74875	2.77464								
1.18414	1.87086	1.17407	1.79685	1.39421	2.20433	1.75182	2.76879								
1.18923	1.87166	1.17922	1.79801	1.39767	2.2013	1.7549	2.76298								
1.19431	1.87247	1.18437	1.79916	1.40114	2.1983	1.75798	2.75721								
1.1994	1.87327	1.18952	1.80029	1.40462	2.19533	1.76106	2.75149								
1.2045	1.87407	1.19466	1.8014	1.4081	2.19241	1.76413	2.74581								
1.20959	1.87487	1.1998	1.80251	1.4116	2.18951	1.76721	2.74017								
1.2147	1.87567	1.20493	1.8036	1.4151	2.18665	1.77029	2.73458								
1.2198	1.87647	1.21006	1.80467	1.41861	2.18382	1.77337	2.72903								
1.22491	1.87726	1.21519	1.80573	1.42212	2.18103	1.77645	2.72353								
1.23002	1.87806	1.22031	1.80678	1.42565	2.17827	1.77953	2.71807								
1.23513	1.87885	1.22543	1.80781	1.42918	2.17554	1.78262	2.71265								
1.24025	1.87965	1.23054	1.80883	1.43272	2.17285	1.7857	2.70727								
1.24537	1.88044	1.23565	1.80984	1.43627	2.17018	1.78879	2.70194								
1.25049	1.88123	1.24075	1.81083	1.43982	2.16755	1.79188	2.69665								
1.25561	1.88202	1.24585	1.81181	1.44339	2.16495	1.79497	2.6914								
1.26074	1.88281	1.25094	1.81277	1.44696	2.16238	1.79807	2.6862								
1.26587	1.88359	1.25603	1.81372	1.45054	2.15984	1.80116	2.68104								
1.271	1.88437	1.26112	1.81466	1.45413	2.15733	1.80426	2.67592								
1.27614	1.88516	1.2662	1.81558	1.45772	2.15485	1.80737	2.67084								
1.28128	1.88594	1.27127	1.81649	1.46133	2.1524	1.81048	2.6658								
1.28642	1.88671	1.27634	1.81739	1.46494	2.14998	1.81359	2.6608								
1.29156	1.88749	1.28141	1.81827	1.46856	2.14759	1.8167	2.65585								
1.2967	1.88826	1.28647	1.81914	1.47219	2.14522	1.81982	2.65093								
1.30185	1.88903	1.29152	1.82	1.47583	2.14289	1.82294	2.64606								
1.307	1.8898	1.29657	1.82085	1.47947	2.14059	1.82607	2.64122								
1.31215	1.89057	1.30162	1.82168	1.48313	2.13831	1.8292	2.63643								
1.3173	1.89133	1.30666	1.82249	1.48679	2.13606	1.83233	2.63167								
1.32246	1.89209	1.31169	1.8233	1.49046	2.13384	1.83547	2.62696								
1.32762	1.89285	1.31672	1.82409	1.49414	2.13165	1.83861	2.62229								
1.33278	1.89361	1.32174	1.82487	1.49782	2.12948	1.84176	2.61765								
1.33794	1.89436	1.32676	1.82564	1.50152	2.12734	1.84492	2.61305								
1.3431	1.89511	1.33177	1.82639	1.50522	2.12523	1.84807	2.60849								
1.34826	1.89586	1.33678	1.82713	1.50893	2.12314	1.85124	2.60397								
1.35343	1.8966	1.34178	1.82786	1.51265	2.12108	1.8544	2.59949								
1.3586	1.89735	1.34677	1.82857	1.51638	2.11905	1.85758	2.59505								
1.36377	1.89808	1.35176	1.82927	1.52012	2.11704	1.86076	2.59064								
1.36894	1.89882	1.35674	1.82996	1.52387	2.11506	1.86394	2.58627								
1.37411	1.89955	1.36172	1.83064	1.52762	2.1131	1.86713	2.58194								
1.37928	1.90028	1.36669	1.8313	1.53139	2.11117	1.87032	2.57765								
1.38446	1.90101	1.37165	1.83195	1.53516	2.10926	1.87353	2.57339								
1.38963	1.90173	1.37661	1.83259	1.53894	2.10738	1.87673	2.56917								
1.39481	1.90245	1.38156	1.83322	1.54274	2.10552	1.87994	2.56498								
1.39999	1.90317	1.38651	1.83383	1.54653	2.10369	1.88316	2.56083								
1.40517	1.90389	1.39145	1.83443	1.55034	2.10188	1.88639	2.55671								
1.41035	1.9046	1.39638	1.83502	1.55416	2.1001	1.88961	2.55263								
1.41553	1.90531	1.40131	1.8356	1.55799	2.09834	1.89285	2.54859								
1.42071	1.90601	1.40623	1.83616	1.56182	2.0966	1.89609	2.54458								
1.42589	1.90671	1.41114	1.83672	1.56567	2.09489	1.89934	2.5406								
1.43108	1.90741	1.41604	1.83726	1.56952	2.0932	1.90259	2.53666								
1.43626	1.9081	1.42094	1.83778	1.57339	2.09154	1.90585	2.53275								
1.44145	1.9088	1.42583	1.8383	1.57726	2.08989	1.90912	2.52888								
1.44664	1.90948	1.43072	1.8388	1.58114	2.08827	1.91239	2.52504								
1.45183	1.91017	1.4356	1.83929	1.58503	2.08668	1.91567	2.52123								
1.45701	1.91085	1.44047	1.83977	1.58893	2.0851	1.91896	2.51746								
1.4622	1.91153	1.44533	1.84024	1.59284	2.08355	1.92225	2.51371								
1.46739	1.9122	1.45019	1.84069	1.59676	2.08202	1.92555	2.51								
1.47258	1.91287	1.45504	1.84113	1.60069	2.08051	1.92885	2.50633								
1.47778	1.91354	1.45988	1.84156	1.60463	2.07903	1.93216	2.50268								
1.48297	1.9142	1.46471	1.84198	1.60858	2.07756	1.93548	2.49906								
1.48816	1.91486	1.46954	1.84239	1.61254	2.07612	1.93881	2.49548								
1.49335	1.91552	1.47436	1.84279	1.61651	2.0747	1.94214	2.49193								
1.49855	1.91617	1.47917	1.84317	1.62049	2.0733	1.94548	2.48841								
1.50374	1.91682	1.48398	1.84354	1.62447	2.07192	1.94882	2.48491								
1.50893	1.91747	1.48877	1.8439	1.62847	2.07057	1.95217	2.48145								
1.51413	1.91811	1.49356	1.84425	1.63248	2.06923	1.95553	2.47802								
1.51932	1.91875	1.49835	1.84458	1.63649	2.06791	1.95889	2.47462								
1.52452	1.91939	1.50312	1.84491	1.64052	2.06662	1.96226	2.47125								
1.52971	1.92002	1.50789	1.84522	1.64456	2.06534	1.96564	2.4679								
1.53491	1.92065	1.51264	1.84553	1.64861	2.06409	1.96903	2.46459								
1.5401	1.92127	1.51739	1.84582	1.65266	2.06286	1.97242	2.4613								
1.5453	1.92189	1.52214	1.8461	1.65673	2.06164	1.97582	2.45804								
1.5505	1.92251	1.52687	1.84636	1.66081	2.06045	1.97922	2.45481								
1.55569	1.92312	1.5316	1.84662	1.66489	2.05928	1.98263	2.45161								
1.56089	1.92373	1.53632	1.84687	1.66899	2.05812	1.98605	2.44844								
1.56609	1.92434	1.54103	1.8471	1.6731	2.05699	1.98948	2.44529								
1.57128	1.92495	1.54573	1.84732	1.67722	2.05587	1.99291	2.44217								
1.57648	1.92555	1.55042	1.84754	1.68135	2.05477	1.99635	2.43908								
1.58168	1.92614	1.55511	1.84774	1.68549	2.0537	1.99979	2.43602								
1.58687	1.92673	1.55979	1.84793	1.68963	2.05264	2.00324	2.43298								
1.59207	1.92732	1.56446	1.84811	1.69379	2.0516	2.0067	2.42996								
1.59727	1.92791	1.56912	1.84828	1.69796	2.05058	2.01017	2.42698								
1.60246	1.92849	1.57377	1.84844	1.70214	2.04957	2.01364	2.42401								
1.60766	1.92907	1.57842	1.84859	1.70633	2.04859	2.01712	2.42108								
1.61285	1.92965	1.58305	1.84872	1.71053	2.04762	2.02061	2.41817								
1.61805	1.93022	1.58768	1.84885	1.71474	2.04668	2.0241	2.41528								
1.62325	1.93079	1.5923	1.84897	1.71897	2.04574	2.0276	2.41242								
1.62844	1.93135	1.59691	1.84908	1.7232	2.04483	2.03111	2.40959								
1.63364	1.93191	1.60152	1.84918	1.72744	2.04394	2.03462	2.40677								
1.63883	1.93247	1.60612	1.84926	1.73169	2.04306	2.03814	2.40399								
1.64403	1.93302	1.6107	1.84934	1.73595	2.0422	2.04166	2.40122								
1.64922	1.93357	1.61528	1.84941	1.74023	2.04136	2.0452	2.39848								
1.65442	1.93412	1.61986	1.84947	1.74451	2.04053	2.04874	2.39577								
1.65961	1.93466	1.62442	1.84952	1.7488	2.03972	2.05228	2.39307								
1.66481	1.9352	1.62897	1.84955	1.75311	2.03893	2.05584	2.3904								
1.67	1.93574	1.63352	1.84958	1.75742	2.03815	2.0594	2.38775								
1.67519	1.93627	1.63806	1.84961	1.76175	2.03739	2.06296	2.38513								
1.68039	1.9368	1.64259	1.84962	1.76608	2.03664	2.06654	2.38253								
1.68558	1.93733	1.64712	1.84962	1.77043	2.03592	2.07012	2.37995								
1.69077	1.93785	1.65163	1.84961	1.77478	2.0352	2.0737	2.37739								
1.69596	1.93837	1.65614	1.8496	1.77915	2.03451	2.0773	2.37485								
1.70115	1.93889	1.66064	1.84957	1.78352	2.03382	2.0809	2.37234								
1.70634	1.9394	1.66513	1.84954	1.78791	2.03316	2.0845	2.36984								
1.71153	1.93991	1.66962	1.8495	1.7923	2.03251	2.08811	2.36737								
1.71672	1.94042	1.67409	1.84945	1.79671	2.03187	2.09173	2.36492								
1.72191	1.94092	1.67856	1.8494	1.80113	2.03125	2.09536	2.36249								
1.7271	1.94142	1.68302	1.84933	1.80555	2.03064	2.09899	2.36008								
1.73229	1.94191	1.68748	1.84926	1.80999	2.03005	2.10263	2.35769								
1.73747	1.94241	1.69193	1.84918	1.81443	2.02947	2.10627	2.35532								
1.74266	1.94289	1.69636	1.84909	1.81889	2.02891	2.10992	2.35298								
1.74785	1.94338	1.7008	1.84899	1.82335	2.02836	2.11358	2.35065								
1.75303	1.94386	1.70522	1.84889	1.82783	2.02782	2.11725	2.34834								
1.75822	1.94434	1.70964	1.84878	1.83231	2.0273	2.12092	2.34605								
1.7634	1.94482	1.71405	1.84866	1.8368	2.02679	2.12459	2.34378								
1.76858	1.94529	1.71845	1.84854	1.84131	2.02629	2.12828	2.34153								
1.77377	1.94576	1.72285	1.84841	1.84582	2.02581	2.13197	2.33929								
1.77895	1.94622	1.72724	1.84827	1.85034	2.02534	2.13566	2.33708								
1.78413	1.94669	1.73162	1.84812	1.85487	2.02488	2.13936	2.33488								
1.78931	1.94714	1.73599	1.84797	1.85941	2.02443	2.14307	2.33271								
1.79449	1.9476	1.74036	1.84781	1.86396	2.024	2.14678	2.33055								
1.79967	1.94805	1.74473	1.84765	1.86852	2.02358	2.15051	2.32841								
1.80485	1.9485	1.74908	1.84748	1.87309	2.02317	2.15423	2.32629								
1.81002	1.94895	1.75343	1.8473	1.87766	2.02277	2.15796	2.32418								
1.8152	1.94939	1.75777	1.84712	1.88225	2.02238	2.1617	2.3221								
1.82038	1.94983	1.76211	1.84694	1.88684	2.02201	2.16545	2.32003								
1.82555	1.95027	1.76644	1.84674	1.89144	2.02164	2.1692	2.31797								
1.83072	1.9507	1.77076	1.84654	1.89605	2.02129	2.17295	2.31594								
1.8359	1.95113	1.77508	1.84634	1.90067	2.02095	2.17672	2.31392								
1.84107	1.95156	1.77939	1.84613	1.9053	2.02061	2.18049	2.31192								
1.84624	1.95198	1.7837	1.84592	1.90993	2.02029	2.18426	2.30993								
1.85141	1.9524	1.788	1.8457	1.91458	2.01998	2.18804	2.30797								
1.85658	1.95282	1.7923	1.84548	1.91923	2.01968	2.19183	2.30601								
1.86175	1.95323	1.79658	1.84525	1.92389	2.01939	2.19562	2.30408								
1.86692	1.95365	1.80087	1.84502	1.92856	2.01911	2.19942	2.30216								
1.87208	1.95405	1.80515	1.84478	1.93323	2.01883	2.20322	2.30025								
1.87725	1.95446	1.80942	1.84454	1.93791	2.01857	2.20703	2.29837								
1.88241	1.95486	1.81369	1.84429	1.9426	2.01832	2.21085	2.29649								
1.88758	1.95526	1.81795	1.84404	1.9473	2.01807	2.21467	2.29464								
1.89274	1.95565	1.82221	1.84379	1.95201	2.01784	2.21849	2.29279								
1.8979	1.95605	1.82646	1.84353	1.95672	2.01761	2.22233	2.29097								
1.90306	1.95644	1.8307	1.84327	1.96144	2.01739	2.22617	2.28916								
1.90822	1.95682	1.83495	1.84301	1.96616	2.01718	2.23001	2.28736								
1.91338	1.95721	1.83918	1.84274	1.9709	2.01698	2.23386	2.28558								
1.91853	1.95759	1.84342	1.84247	1.97564	2.01679	2.23771	2.28381								
1.92369	1.95796	1.84765	1.84219	1.98039	2.0166	2.24157	2.28206								
1.92885	1.95834	1.85187	1.84191	1.98514	2.01642	2.24544	2.28032								
1.934	1.95871	1.85609	1.84163	1.9899	2.01625	2.24931	2.27859								
1.93915	1.95908	1.8603	1.84135	1.99467	2.01609	2.25319	2.27688								
1.9443	1.95944	1.86452	1.84106	1.99944	2.01593	2.25707	2.27518								
1.94945	1.9598	1.86872	1.84077	2.00422	2.01578	2.26096	2.2735								
1.9546	1.96016	1.87292	1.84048	2.00901	2.01564	2.26485	2.27183								
1.95975	1.96052	1.87712	1.84019	2.0138	2.01551	2.26875	2.27018								
1.9649	1.96087	1.88132	1.83989	2.0186	2.01538	2.27265	2.26853								
1.97004	1.96122	1.88551	1.83959	2.0234	2.01526	2.27656	2.2669								
1.97518	1.96157	1.8897	1.83929	2.02821	2.01514	2.28048	2.26529								
